Variable,Date,Location,Value
Total suspected cases,9/2/2014,Margibi County,126.0
Total probable cases,9/2/2014,Margibi County,89.0
Total confirmed cases,9/2/2014,Margibi County,30.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Margibi County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Margibi County,0.0
Specimens collected,9/2/2014,Maryland County,
Specimens pending for testing,9/2/2014,Maryland County,
Total specimens tested,9/2/2014,Maryland County,
Newly reported deaths,9/2/2014,Maryland County,
Total death/s in confirmed cases,9/2/2014,Maryland County,
Total death/s in probable cases,9/2/2014,Maryland County,
Total death/s in suspected cases,9/2/2014,Maryland County,
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Maryland County,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Maryland County,
Newly reported contacts,9/2/2014,Maryland County,
Total contacts listed,9/2/2014,Maryland County,
Currently under follow-up,9/2/2014,Maryland County,
Contacts seen,9/2/2014,Maryland County,
Contacts who completed 21 day follow-up,9/2/2014,Maryland County,
Contacts lost to follow-up,9/2/2014,Maryland County,
New admissions,9/2/2014,Maryland County,
Total no. currently in Treatment Units,9/2/2014,Maryland County,
Total discharges,9/2/2014,Maryland County,
Cumulative admission/isolation,9/2/2014,Maryland County,
Newly Reported Cases in HCW,9/2/2014,Maryland County,
Cumulative cases among HCW,9/2/2014,Maryland County,
Newly Reported deaths in HCW,9/2/2014,Maryland County,
Cumulative deaths among HCW,9/2/2014,Maryland County,
New Case/s (Suspected),9/2/2014,Maryland County,
New Case/s (Probable),9/2/2014,Maryland County,
New case/s (confirmed),9/2/2014,Maryland County,
Total suspected cases,9/2/2014,Maryland County,
Total probable cases,9/2/2014,Maryland County,
Total confirmed cases,9/2/2014,Maryland County,
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Maryland County,
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Maryland County,
Specimens collected,9/2/2014,Montserrado County,0.0
Specimens pending for testing,9/2/2014,Montserrado County,0.0
Total specimens tested,9/2/2014,Montserrado County,29.0
Newly reported deaths,9/2/2014,Montserrado County,29.0
Total death/s in confirmed cases,9/2/2014,Montserrado County,169.0
Total death/s in probable cases,9/2/2014,Montserrado County,133.0
Total death/s in suspected cases,9/2/2014,Montserrado County,135.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Montserrado County,437.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Montserrado County,
Newly reported contacts,9/2/2014,Montserrado County,157.0
Total contacts listed,9/2/2014,Montserrado County,2990.0
Currently under follow-up,9/2/2014,Montserrado County,1478.0
Contacts seen,9/2/2014,Montserrado County,1432.0
Contacts who completed 21 day follow-up,9/2/2014,Montserrado County,67.0
Contacts lost to follow-up,9/2/2014,Montserrado County,1.0
New admissions,9/2/2014,Montserrado County,17.0
Total no. currently in Treatment Units,9/2/2014,Montserrado County,206.0
Total discharges,9/2/2014,Montserrado County,14.0
Cumulative admission/isolation,9/2/2014,Montserrado County,206.0
Newly Reported Cases in HCW,9/2/2014,Montserrado County,2.0
Cumulative cases among HCW,9/2/2014,Montserrado County,59.0
Newly Reported deaths in HCW,9/2/2014,Montserrado County,0.0
Cumulative deaths among HCW,9/2/2014,Montserrado County,28.0
New Case/s (Suspected),9/2/2014,Montserrado County,22.0
New Case/s (Probable),9/2/2014,Montserrado County,13.0
New case/s (confirmed),9/2/2014,Montserrado County,0.0
Total suspected cases,9/2/2014,Montserrado County,42.0
Total probable cases,9/2/2014,Montserrado County,309.0
Total confirmed cases,9/2/2014,Montserrado County,225.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Montserrado County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Montserrado County,1.0
Specimens collected,9/2/2014,National,5.0
Specimens pending for testing,9/2/2014,National,16.0
Total specimens tested,9/2/2014,National,29.0
Newly reported deaths,9/2/2014,National,47.0
Total death/s in confirmed cases,9/2/2014,National,414.0
Total death/s in probable cases,9/2/2014,National,390.0
Total death/s in suspected cases,9/2/2014,National,247.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,National,1051.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,National,
Newly reported contacts,9/2/2014,National,255.0
Total contacts listed,9/2/2014,National,5743.0
Currently under follow-up,9/2/2014,National,3134.0
Contacts seen,9/2/2014,National,3080.0
Contacts who completed 21 day follow-up,9/2/2014,National,81.0
Contacts lost to follow-up,9/2/2014,National,5.0
New admissions,9/2/2014,National,17.0
Total no. currently in Treatment Units,9/2/2014,National,76.0
Total discharges,9/2/2014,National,16.0
Cumulative admission/isolation,9/2/2014,National,76.0
Newly Reported Cases in HCW,9/2/2014,National,2.0
Cumulative cases among HCW,9/2/2014,National,151.0
Newly Reported deaths in HCW,9/2/2014,National,0.0
Cumulative deaths among HCW,9/2/2014,National,74.0
New Case/s (Suspected),9/2/2014,National,35.0
New Case/s (Probable),9/2/2014,National,38.0
New case/s (confirmed),9/2/2014,National,3.0
Total suspected cases,9/2/2014,National,366.0
Total probable cases,9/2/2014,National,883.0
Total confirmed cases,9/2/2014,National,590.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,National,13.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,National,1.0
Specimens collected,9/2/2014,Nimba County,1.0
Specimens pending for testing,9/2/2014,Nimba County,1.0
Total specimens tested,9/2/2014,Nimba County,0.0
Newly reported deaths,9/2/2014,Nimba County,0.0
Total death/s in confirmed cases,9/2/2014,Nimba County,27.0
Total death/s in probable cases,9/2/2014,Nimba County,34.0
Total death/s in suspected cases,9/2/2014,Nimba County,11.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Nimba County,72.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Nimba County,
Newly reported contacts,9/2/2014,Nimba County,0.0
Total contacts listed,9/2/2014,Nimba County,329.0
Currently under follow-up,9/2/2014,Nimba County,145.0
Contacts seen,9/2/2014,Nimba County,145.0
Contacts who completed 21 day follow-up,9/2/2014,Nimba County,0.0
Contacts lost to follow-up,9/2/2014,Nimba County,0.0
New admissions,9/2/2014,Nimba County,0.0
Total no. currently in Treatment Units,9/2/2014,Nimba County,0.0
Total discharges,9/2/2014,Nimba County,0.0
Cumulative admission/isolation,9/2/2014,Nimba County,0.0
Newly Reported Cases in HCW,9/2/2014,Nimba County,0.0
Cumulative cases among HCW,9/2/2014,Nimba County,3.0
Newly Reported deaths in HCW,9/2/2014,Nimba County,0.0
Cumulative deaths among HCW,9/2/2014,Nimba County,0.0
New Case/s (Suspected),9/2/2014,Nimba County,0.0
New Case/s (Probable),9/2/2014,Nimba County,0.0
New case/s (confirmed),9/2/2014,Nimba County,1.0
Total suspected cases,9/2/2014,Nimba County,17.0
Total probable cases,9/2/2014,Nimba County,50.0
Total confirmed cases,9/2/2014,Nimba County,41.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Nimba County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Nimba County,0.0
Specimens collected,9/2/2014,River Gee County,1.0
Specimens pending for testing,9/2/2014,River Gee County,1.0
Total specimens tested,9/2/2014,River Gee County,0.0
Newly reported deaths,9/2/2014,River Gee County,0.0
Total death/s in confirmed cases,9/2/2014,River Gee County,0.0
Total death/s in probable cases,9/2/2014,River Gee County,0.0
Total death/s in suspected cases,9/2/2014,River Gee County,5.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,River Gee County,5.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,River Gee County,
Newly reported contacts,9/2/2014,River Gee County,9.0
Total contacts listed,9/2/2014,River Gee County,9.0
Currently under follow-up,9/2/2014,River Gee County,9.0
Contacts seen,9/2/2014,River Gee County,5.0
Contacts who completed 21 day follow-up,9/2/2014,River Gee County,0.0
Contacts lost to follow-up,9/2/2014,River Gee County,4.0
New admissions,9/2/2014,River Gee County,0.0
Total no. currently in Treatment Units,9/2/2014,River Gee County,0.0
Total discharges,9/2/2014,River Gee County,0.0
Cumulative admission/isolation,9/2/2014,River Gee County,0.0
Newly Reported Cases in HCW,9/2/2014,River Gee County,0.0
Cumulative cases among HCW,9/2/2014,River Gee County,0.0
Newly Reported deaths in HCW,9/2/2014,River Gee County,0.0
Cumulative deaths among HCW,9/2/2014,River Gee County,0.0
New Case/s (Suspected),9/2/2014,River Gee County,1.0
New Case/s (Probable),9/2/2014,River Gee County,3.0
New case/s (confirmed),9/2/2014,River Gee County,0.0
Total suspected cases,9/2/2014,River Gee County,6.0
Total probable cases,9/2/2014,River Gee County,3.0
Total confirmed cases,9/2/2014,River Gee County,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,River Gee County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,River Gee County,0.0
Specimens collected,9/2/2014,RiverCess County,0.0
Specimens pending for testing,9/2/2014,RiverCess County,0.0
Total specimens tested,9/2/2014,RiverCess County,0.0
Newly reported deaths,9/2/2014,RiverCess County,0.0
Total death/s in confirmed cases,9/2/2014,RiverCess County,0.0
Total death/s in probable cases,9/2/2014,RiverCess County,1.0
Total death/s in suspected cases,9/2/2014,RiverCess County,0.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,RiverCess County,1.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,RiverCess County,
Newly reported contacts,9/2/2014,RiverCess County,0.0
Total contacts listed,9/2/2014,RiverCess County,6.0
Currently under follow-up,9/2/2014,RiverCess County,4.0
Contacts seen,9/2/2014,RiverCess County,0.0
Contacts who completed 21 day follow-up,9/2/2014,RiverCess County,0.0
Contacts lost to follow-up,9/2/2014,RiverCess County,0.0
New admissions,9/2/2014,RiverCess County,0.0
Total no. currently in Treatment Units,9/2/2014,RiverCess County,0.0
Total discharges,9/2/2014,RiverCess County,0.0
Cumulative admission/isolation,9/2/2014,RiverCess County,0.0
Newly Reported Cases in HCW,9/2/2014,RiverCess County,0.0
Cumulative cases among HCW,9/2/2014,RiverCess County,0.0
Newly Reported deaths in HCW,9/2/2014,RiverCess County,0.0
Cumulative deaths among HCW,9/2/2014,RiverCess County,0.0
New Case/s (Suspected),9/2/2014,RiverCess County,0.0
New Case/s (Probable),9/2/2014,RiverCess County,0.0
New case/s (confirmed),9/2/2014,RiverCess County,0.0
Total suspected cases,9/2/2014,RiverCess County,0.0
Total probable cases,9/2/2014,RiverCess County,0.0
Total confirmed cases,9/2/2014,RiverCess County,1.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,RiverCess County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,RiverCess County,0.0
Specimens collected,9/2/2014,Sinoe County,0.0
Specimens pending for testing,9/2/2014,Sinoe County,0.0
Total specimens tested,9/2/2014,Sinoe County,0.0
Newly reported deaths,9/2/2014,Sinoe County,0.0
Total death/s in confirmed cases,9/2/2014,Sinoe County,0.0
Total death/s in probable cases,9/2/2014,Sinoe County,0.0
Total death/s in suspected cases,9/2/2014,Sinoe County,0.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Sinoe County,0.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Sinoe County,
Newly reported contacts,9/2/2014,Sinoe County,0.0
Total contacts listed,9/2/2014,Sinoe County,0.0
Currently under follow-up,9/2/2014,Sinoe County,0.0
Contacts seen,9/2/2014,Sinoe County,0.0
Contacts who completed 21 day follow-up,9/2/2014,Sinoe County,0.0
Contacts lost to follow-up,9/2/2014,Sinoe County,0.0
New admissions,9/2/2014,Sinoe County,0.0
Total no. currently in Treatment Units,9/2/2014,Sinoe County,0.0
Total discharges,9/2/2014,Sinoe County,0.0
Cumulative admission/isolation,9/2/2014,Sinoe County,0.0
Newly Reported Cases in HCW,9/2/2014,Sinoe County,0.0
Cumulative cases among HCW,9/2/2014,Sinoe County,0.0
Newly Reported deaths in HCW,9/2/2014,Sinoe County,0.0
Cumulative deaths among HCW,9/2/2014,Sinoe County,0.0
New Case/s (Suspected),9/2/2014,Sinoe County,0.0
New Case/s (Probable),9/2/2014,Sinoe County,0.0
New case/s (confirmed),9/2/2014,Sinoe County,0.0
Total suspected cases,9/2/2014,Sinoe County,1.0
Total probable cases,9/2/2014,Sinoe County,0.0
Total confirmed cases,9/2/2014,Sinoe County,1.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Sinoe County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Sinoe County,0.0
Specimens collected,9/2/2014,Unnamed: 3,
Specimens pending for testing,9/2/2014,Unnamed: 3,
Total specimens tested,9/2/2014,Unnamed: 3,
Newly reported deaths,9/2/2014,Unnamed: 3,
Total death/s in confirmed cases,9/2/2014,Unnamed: 3,
Total death/s in probable cases,9/2/2014,Unnamed: 3,
Total death/s in suspected cases,9/2/2014,Unnamed: 3,
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Unnamed: 3,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Unnamed: 3,
Newly reported contacts,9/2/2014,Unnamed: 3,
Total contacts listed,9/2/2014,Unnamed: 3,
Currently under follow-up,9/2/2014,Unnamed: 3,
Contacts seen,9/2/2014,Unnamed: 3,
Contacts who completed 21 day follow-up,9/2/2014,Unnamed: 3,
Contacts lost to follow-up,9/2/2014,Unnamed: 3,
New admissions,9/2/2014,Unnamed: 3,
Total no. currently in Treatment Units,9/2/2014,Unnamed: 3,
Total discharges,9/2/2014,Unnamed: 3,
Cumulative admission/isolation,9/2/2014,Unnamed: 3,
Newly Reported Cases in HCW,9/2/2014,Unnamed: 3,
Cumulative cases among HCW,9/2/2014,Unnamed: 3,
Newly Reported deaths in HCW,9/2/2014,Unnamed: 3,
Cumulative deaths among HCW,9/2/2014,Unnamed: 3,
New Case/s (Suspected),9/2/2014,Unnamed: 3,
New Case/s (Probable),9/2/2014,Unnamed: 3,
New case/s (confirmed),9/2/2014,Unnamed: 3,
Total suspected cases,9/2/2014,Unnamed: 3,
Total probable cases,9/2/2014,Unnamed: 3,
Total confirmed cases,9/2/2014,Unnamed: 3,
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Unnamed: 3,
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Unnamed: 3,
Specimens collected,9/20/2014,Bomi County,
Specimens pending for testing,9/20/2014,Bomi County,
Total specimens tested,9/20/2014,Bomi County,
Newly reported deaths,9/20/2014,Bomi County,
Total death/s in confirmed cases,9/20/2014,Bomi County,
Total death/s in probable cases,9/20/2014,Bomi County,
Total death/s in suspected cases,9/20/2014,Bomi County,
"Total death/s in confirmed, probable, suspected cases",9/20/2014,Bomi County,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/20/2014,Bomi County,
Newly reported contacts,9/20/2014,Bomi County,
Total contacts listed,9/20/2014,Bomi County,
Currently under follow-up,9/20/2014,Bomi County,
Contacts seen,9/20/2014,Bomi County,
Contacts who completed 21 day follow-up,9/20/2014,Bomi County,
Contacts lost to follow-up,9/20/2014,Bomi County,
New admissions,9/20/2014,Bomi County,
Total no. currently in Treatment Units,9/20/2014,Bomi County,
Total discharges,9/20/2014,Bomi County,
Cumulative admission/isolation,9/20/2014,Bomi County,
Newly Reported Cases in HCW,9/20/2014,Bomi County,0.0
Cumulative cases among HCW,9/20/2014,Bomi County,6.0
Newly Reported deaths in HCW,9/20/2014,Bomi County,0.0
Cumulative deaths among HCW,9/20/2014,Bomi County,5.0
New Case/s (Suspected),9/20/2014,Bomi County,0.0
New Case/s (Probable),9/20/2014,Bomi County,0.0
New case/s (confirmed),9/20/2014,Bomi County,0.0
Total suspected cases,9/20/2014,Bomi County,7.0
Total probable cases,9/20/2014,Bomi County,45.0
Total confirmed cases,9/20/2014,Bomi County,33.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/20/2014,Bomi County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/20/2014,Bomi County,3.0
Specimens collected,9/20/2014,Bong County,
Specimens pending for testing,9/20/2014,Bong County,
Total specimens tested,9/20/2014,Bong County,
Newly reported deaths,9/20/2014,Bong County,
Total death/s in confirmed cases,9/20/2014,Bong County,
Total death/s in probable cases,9/20/2014,Bong County,
Total death/s in suspected cases,9/20/2014,Bong County,
"Total death/s in confirmed, probable, suspected cases",9/20/2014,Bong County,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/20/2014,Bong County,
Newly reported contacts,9/20/2014,Bong County,
Total contacts listed,9/20/2014,Bong County,
Currently under follow-up,9/20/2014,Bong County,
Contacts seen,9/20/2014,Bong County,
Contacts who completed 21 day follow-up,9/20/2014,Bong County,
Contacts lost to follow-up,9/20/2014,Bong County,
New admissions,9/20/2014,Bong County,
Total no. currently in Treatment Units,9/20/2014,Bong County,
Total discharges,9/20/2014,Bong County,
Cumulative admission/isolation,9/20/2014,Bong County,
Newly Reported Cases in HCW,9/20/2014,Bong County,0.0
Cumulative cases among HCW,9/20/2014,Bong County,26.0
Newly Reported deaths in HCW,9/20/2014,Bong County,1.0
Cumulative deaths among HCW,9/20/2014,Bong County,7.0
New Case/s (Suspected),9/20/2014,Bong County,6.0
New Case/s (Probable),9/20/2014,Bong County,4.0
New case/s (confirmed),9/20/2014,Bong County,0.0
Total suspected cases,9/20/2014,Bong County,129.0
Total probable cases,9/20/2014,Bong County,57.0
Total confirmed cases,9/20/2014,Bong County,53.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/20/2014,Bong County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/20/2014,Bong County,0.0
Specimens collected,9/20/2014,Gbarpolu County,
Specimens pending for testing,9/20/2014,Gbarpolu County,
Total specimens tested,9/20/2014,Gbarpolu County,
Newly reported deaths,9/20/2014,Gbarpolu County,
Total death/s in confirmed cases,9/20/2014,Gbarpolu County,
Total death/s in probable cases,9/20/2014,Gbarpolu County,
Total death/s in suspected cases,9/20/2014,Gbarpolu County,
"Total death/s in confirmed, probable, suspected cases",9/20/2014,Gbarpolu County,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/20/2014,Gbarpolu County,
Newly reported contacts,9/20/2014,Gbarpolu County,
Total contacts listed,9/20/2014,Gbarpolu County,
