,Variable,Date,Location,Value
10453,Total discharges,9/16/2014,Grand Gedeh,0.0
10454,Cumulative admission/isolation,9/16/2014,Grand Gedeh,0.0
10455,Newly Reported Cases in HCW,9/16/2014,Grand Gedeh,
10456,Cumulative cases among HCW,9/16/2014,Grand Gedeh,
10457,Newly Reported deaths in HCW,9/16/2014,Grand Gedeh,
10458,Cumulative deaths among HCW,9/16/2014,Grand Gedeh,
10459,New Case/s (Suspected),9/16/2014,Grand Gedeh,0.0
10460,New Case/s (Probable),9/16/2014,Grand Gedeh,0.0
10461,New case/s (confirmed),9/16/2014,Grand Gedeh,0.0
10462,Total suspected cases,9/16/2014,Grand Gedeh,3.0
10463,Total probable cases,9/16/2014,Grand Gedeh,0.0
10464,Total confirmed cases,9/16/2014,Grand Gedeh,0.0
10465,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Grand Gedeh,0.0
10466,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Grand Gedeh,0.0
12269,Specimens collected,9/16/2014,Grand Kru,
12270,Specimens pending for testing,9/16/2014,Grand Kru,
12271,Total specimens tested,9/16/2014,Grand Kru,
12272,Newly reported deaths,9/16/2014,Grand Kru,
12273,Total death/s in confirmed cases,9/16/2014,Grand Kru,
12274,Total death/s in probable cases,9/16/2014,Grand Kru,
12275,Total death/s in suspected cases,9/16/2014,Grand Kru,
12276,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Grand Kru,
12277,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Grand Kru,
12278,Newly reported contacts,9/16/2014,Grand Kru,
12279,Total contacts listed,9/16/2014,Grand Kru,
12280,Currently under follow-up,9/16/2014,Grand Kru,
12281,Contacts seen,9/16/2014,Grand Kru,
12282,Contacts who completed 21 day follow-up,9/16/2014,Grand Kru,
12283,Contacts lost to follow-up,9/16/2014,Grand Kru,
12284,New admissions,9/16/2014,Grand Kru,
12285,Total no. currently in Treatment Units,9/16/2014,Grand Kru,
12286,Total discharges,9/16/2014,Grand Kru,
12287,Cumulative admission/isolation,9/16/2014,Grand Kru,
12288,Newly Reported Cases in HCW,9/16/2014,Grand Kru,
12289,Cumulative cases among HCW,9/16/2014,Grand Kru,
12290,Newly Reported deaths in HCW,9/16/2014,Grand Kru,
12291,Cumulative deaths among HCW,9/16/2014,Grand Kru,
12292,New Case/s (Suspected),9/16/2014,Grand Kru,
12293,New Case/s (Probable),9/16/2014,Grand Kru,
12294,New case/s (confirmed),9/16/2014,Grand Kru,
12295,Total suspected cases,9/16/2014,Grand Kru,
12296,Total probable cases,9/16/2014,Grand Kru,
12297,Total confirmed cases,9/16/2014,Grand Kru,
12298,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Grand Kru,
12299,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Grand Kru,
14102,Specimens collected,9/16/2014,Lofa County,
14103,Specimens pending for testing,9/16/2014,Lofa County,
14104,Total specimens tested,9/16/2014,Lofa County,
14105,Newly reported deaths,9/16/2014,Lofa County,5.0
14106,Total death/s in confirmed cases,9/16/2014,Lofa County,176.0
14107,Total death/s in probable cases,9/16/2014,Lofa County,171.0
14108,Total death/s in suspected cases,9/16/2014,Lofa County,36.0
14109,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Lofa County,383.0
14110,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Lofa County,
14111,Newly reported contacts,9/16/2014,Lofa County,10.0
14112,Total contacts listed,9/16/2014,Lofa County,442.0
14113,Currently under follow-up,9/16/2014,Lofa County,291.0
14114,Contacts seen,9/16/2014,Lofa County,276.0
14115,Contacts who completed 21 day follow-up,9/16/2014,Lofa County,17.0
14116,Contacts lost to follow-up,9/16/2014,Lofa County,0.0
14117,New admissions,9/16/2014,Lofa County,7.0
14118,Total no. currently in Treatment Units,9/16/2014,Lofa County,21.0
14119,Total discharges,9/16/2014,Lofa County,0.0
14120,Cumulative admission/isolation,9/16/2014,Lofa County,21.0
14121,Newly Reported Cases in HCW,9/16/2014,Lofa County,
14122,Cumulative cases among HCW,9/16/2014,Lofa County,
14123,Newly Reported deaths in HCW,9/16/2014,Lofa County,
14124,Cumulative deaths among HCW,9/16/2014,Lofa County,
14125,New Case/s (Suspected),9/16/2014,Lofa County,0.0
14126,New Case/s (Probable),9/16/2014,Lofa County,7.0
14127,New case/s (confirmed),9/16/2014,Lofa County,2.0
14128,Total suspected cases,9/16/2014,Lofa County,53.0
14129,Total probable cases,9/16/2014,Lofa County,405.0
14130,Total confirmed cases,9/16/2014,Lofa County,268.0
14131,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Lofa County,11.0
14132,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Lofa County,0.0
15935,Specimens collected,9/16/2014,Margibi County,
15936,Specimens pending for testing,9/16/2014,Margibi County,
15937,Total specimens tested,9/16/2014,Margibi County,
15938,Newly reported deaths,9/16/2014,Margibi County,4.0
15939,Total death/s in confirmed cases,9/16/2014,Margibi County,36.0
15940,Total death/s in probable cases,9/16/2014,Margibi County,99.0
15941,Total death/s in suspected cases,9/16/2014,Margibi County,66.0
15942,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Margibi County,201.0
15943,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Margibi County,
15944,Newly reported contacts,9/16/2014,Margibi County,34.0
15945,Total contacts listed,9/16/2014,Margibi County,1577.0
15946,Currently under follow-up,9/16/2014,Margibi County,1577.0
15947,Contacts seen,9/16/2014,Margibi County,1577.0
15948,Contacts who completed 21 day follow-up,9/16/2014,Margibi County,0.0
15949,Contacts lost to follow-up,9/16/2014,Margibi County,0.0
15950,New admissions,9/16/2014,Margibi County,0.0
15951,Total no. currently in Treatment Units,9/16/2014,Margibi County,0.0
15952,Total discharges,9/16/2014,Margibi County,0.0
15953,Cumulative admission/isolation,9/16/2014,Margibi County,0.0
15954,Newly Reported Cases in HCW,9/16/2014,Margibi County,
15955,Cumulative cases among HCW,9/16/2014,Margibi County,
15956,Newly Reported deaths in HCW,9/16/2014,Margibi County,
15957,Cumulative deaths among HCW,9/16/2014,Margibi County,
15958,New Case/s (Suspected),9/16/2014,Margibi County,7.0
15959,New Case/s (Probable),9/16/2014,Margibi County,3.0
15960,New case/s (confirmed),9/16/2014,Margibi County,0.0
15961,Total suspected cases,9/16/2014,Margibi County,209.0
15962,Total probable cases,9/16/2014,Margibi County,224.0
15963,Total confirmed cases,9/16/2014,Margibi County,34.0
15964,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Margibi County,1.0
15965,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Margibi County,0.0
17768,Specimens collected,9/16/2014,Maryland County,
17769,Specimens pending for testing,9/16/2014,Maryland County,
17770,Total specimens tested,9/16/2014,Maryland County,
17771,Newly reported deaths,9/16/2014,Maryland County,1.0
17772,Total death/s in confirmed cases,9/16/2014,Maryland County,0.0
17773,Total death/s in probable cases,9/16/2014,Maryland County,5.0
17774,Total death/s in suspected cases,9/16/2014,Maryland County,3.0
17775,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Maryland County,8.0
17776,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Maryland County,
17777,Newly reported contacts,9/16/2014,Maryland County,0.0
17778,Total contacts listed,9/16/2014,Maryland County,6.0
17779,Currently under follow-up,9/16/2014,Maryland County,6.0
17780,Contacts seen,9/16/2014,Maryland County,0.0
17781,Contacts who completed 21 day follow-up,9/16/2014,Maryland County,0.0
17782,Contacts lost to follow-up,9/16/2014,Maryland County,0.0
17783,New admissions,9/16/2014,Maryland County,0.0
17784,Total no. currently in Treatment Units,9/16/2014,Maryland County,0.0
17785,Total discharges,9/16/2014,Maryland County,0.0
17786,Cumulative admission/isolation,9/16/2014,Maryland County,0.0
17787,Newly Reported Cases in HCW,9/16/2014,Maryland County,
17788,Cumulative cases among HCW,9/16/2014,Maryland County,
17789,Newly Reported deaths in HCW,9/16/2014,Maryland County,
17790,Cumulative deaths among HCW,9/16/2014,Maryland County,
17791,New Case/s (Suspected),9/16/2014,Maryland County,1.0
17792,New Case/s (Probable),9/16/2014,Maryland County,1.0
17793,New case/s (confirmed),9/16/2014,Maryland County,0.0
17794,Total suspected cases,9/16/2014,Maryland County,3.0
17795,Total probable cases,9/16/2014,Maryland County,5.0
17796,Total confirmed cases,9/16/2014,Maryland County,0.0
17797,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Maryland County,0.0
17798,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Maryland County,0.0
19601,Specimens collected,9/16/2014,Montserrado County,
19602,Specimens pending for testing,9/16/2014,Montserrado County,
19603,Total specimens tested,9/16/2014,Montserrado County,
19604,Newly reported deaths,9/16/2014,Montserrado County,35.0
19605,Total death/s in confirmed cases,9/16/2014,Montserrado County,353.0
19606,Total death/s in probable cases,9/16/2014,Montserrado County,156.0
19607,Total death/s in suspected cases,9/16/2014,Montserrado County,172.0
19608,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Montserrado County,681.0
19609,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Montserrado County,
19610,Newly reported contacts,9/16/2014,Montserrado County,295.0
19611,Total contacts listed,9/16/2014,Montserrado County,5789.0
19612,Currently under follow-up,9/16/2014,Montserrado County,2271.0
19613,Contacts seen,9/16/2014,Montserrado County,2245.0
19614,Contacts who completed 21 day follow-up,9/16/2014,Montserrado County,45.0
19615,Contacts lost to follow-up,9/16/2014,Montserrado County,4.0
19616,New admissions,9/16/2014,Montserrado County,44.0
19617,Total no. currently in Treatment Units,9/16/2014,Montserrado County,252.0
19618,Total discharges,9/16/2014,Montserrado County,17.0
19619,Cumulative admission/isolation,9/16/2014,Montserrado County,252.0
19620,Newly Reported Cases in HCW,9/16/2014,Montserrado County,
19621,Cumulative cases among HCW,9/16/2014,Montserrado County,
19622,Newly Reported deaths in HCW,9/16/2014,Montserrado County,
19623,Cumulative deaths among HCW,9/16/2014,Montserrado County,
19624,New Case/s (Suspected),9/16/2014,Montserrado County,26.0
19625,New Case/s (Probable),9/16/2014,Montserrado County,16.0
19626,New case/s (confirmed),9/16/2014,Montserrado County,0.0
19627,Total suspected cases,9/16/2014,Montserrado County,295.0
19628,Total probable cases,9/16/2014,Montserrado County,454.0
19629,Total confirmed cases,9/16/2014,Montserrado County,352.0
19630,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Montserrado County,0.0
19631,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Montserrado County,1.0
21434,Specimens collected,9/16/2014,National,
21435,Specimens pending for testing,9/16/2014,National,
21436,Total specimens tested,9/16/2014,National,
21437,Newly reported deaths,9/16/2014,National,54.0
21438,Total death/s in confirmed cases,9/16/2014,National,659.0
21439,Total death/s in probable cases,9/16/2014,National,535.0
21440,Total death/s in suspected cases,9/16/2014,National,345.0
21441,"Total death/s in confirmed, probable, suspected cases",9/16/2014,National,1539.0
21442,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,National,
21443,Newly reported contacts,9/16/2014,National,491.0
21444,Total contacts listed,9/16/2014,National,9663.0
21445,Currently under follow-up,9/16/2014,National,5204.0
21446,Contacts seen,9/16/2014,National,4972.0
21447,Contacts who completed 21 day follow-up,9/16/2014,National,178.0
21448,Contacts lost to follow-up,9/16/2014,National,7.0
21449,New admissions,9/16/2014,National,52.0
21450,Total no. currently in Treatment Units,9/16/2014,National,276.0
21451,Total discharges,9/16/2014,National,17.0
21452,Cumulative admission/isolation,9/16/2014,National,276.0
21453,Newly Reported Cases in HCW,9/16/2014,National,
21454,Cumulative cases among HCW,9/16/2014,National,
21455,Newly Reported deaths in HCW,9/16/2014,National,
21456,Cumulative deaths among HCW,9/16/2014,National,
21457,New Case/s (Suspected),9/16/2014,National,53.0
21458,New Case/s (Probable),9/16/2014,National,42.0
21459,New case/s (confirmed),9/16/2014,National,4.0
21460,Total suspected cases,9/16/2014,National,766.0
21461,Total probable cases,9/16/2014,National,1310.0
21462,Total confirmed cases,9/16/2014,National,847.0
21463,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,National,13.0
21464,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,National,4.0
23267,Specimens collected,9/16/2014,Nimba County,
23268,Specimens pending for testing,9/16/2014,Nimba County,
23269,Total specimens tested,9/16/2014,Nimba County,
23270,Newly reported deaths,9/16/2014,Nimba County,6.0
23271,Total death/s in confirmed cases,9/16/2014,Nimba County,35.0
23272,Total death/s in probable cases,9/16/2014,Nimba County,54.0
23273,Total death/s in suspected cases,9/16/2014,Nimba County,12.0
23274,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Nimba County,101.0
23275,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Nimba County,
23276,Newly reported contacts,9/16/2014,Nimba County,0.0
23277,Total contacts listed,9/16/2014,Nimba County,544.0
23278,Currently under follow-up,9/16/2014,Nimba County,307.0
23279,Contacts seen,9/16/2014,Nimba County,307.0
23280,Contacts who completed 21 day follow-up,9/16/2014,Nimba County,43.0
23281,Contacts lost to follow-up,9/16/2014,Nimba County,0.0
23282,New admissions,9/16/2014,Nimba County,0.0
23283,Total no. currently in Treatment Units,9/16/2014,Nimba County,0.0
23284,Total discharges,9/16/2014,Nimba County,0.0
23285,Cumulative admission/isolation,9/16/2014,Nimba County,0.0
23286,Newly Reported Cases in HCW,9/16/2014,Nimba County,
23287,Cumulative cases among HCW,9/16/2014,Nimba County,
23288,Newly Reported deaths in HCW,9/16/2014,Nimba County,
23289,Cumulative deaths among HCW,9/16/2014,Nimba County,
23290,New Case/s (Suspected),9/16/2014,Nimba County,4.0
23291,New Case/s (Probable),9/16/2014,Nimba County,0.0
23292,New case/s (confirmed),9/16/2014,Nimba County,0.0
23293,Total suspected cases,9/16/2014,Nimba County,29.0
23294,Total probable cases,9/16/2014,Nimba County,87.0
23295,Total confirmed cases,9/16/2014,Nimba County,59.0
23296,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Nimba County,0.0
23297,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Nimba County,0.0
25100,Specimens collected,9/16/2014,River Gee County,
25101,Specimens pending for testing,9/16/2014,River Gee County,
25102,Total specimens tested,9/16/2014,River Gee County,
25103,Newly reported deaths,9/16/2014,River Gee County,1.0
25104,Total death/s in confirmed cases,9/16/2014,River Gee County,0.0
25105,Total death/s in probable cases,9/16/2014,River Gee County,0.0
25106,Total death/s in suspected cases,9/16/2014,River Gee County,6.0
25107,"Total death/s in confirmed, probable, suspected cases",9/16/2014,River Gee County,6.0
25108,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,River Gee County,
25109,Newly reported contacts,9/16/2014,River Gee County,2.0
25110,Total contacts listed,9/16/2014,River Gee County,19.0
25111,Currently under follow-up,9/16/2014,River Gee County,4.0
25112,Contacts seen,9/16/2014,River Gee County,4.0
25113,Contacts who completed 21 day follow-up,9/16/2014,River Gee County,0.0
25114,Contacts lost to follow-up,9/16/2014,River Gee County,1.0
25115,New admissions,9/16/2014,River Gee County,0.0
25116,Total no. currently in Treatment Units,9/16/2014,River Gee County,0.0
25117,Total discharges,9/16/2014,River Gee County,0.0
25118,Cumulative admission/isolation,9/16/2014,River Gee County,0.0
25119,Newly Reported Cases in HCW,9/16/2014,River Gee County,
25120,Cumulative cases among HCW,9/16/2014,River Gee County,
25121,Newly Reported deaths in HCW,9/16/2014,River Gee County,
25122,Cumulative deaths among HCW,9/16/2014,River Gee County,
25123,New Case/s (Suspected),9/16/2014,River Gee County,3.0
25124,New Case/s (Probable),9/16/2014,River Gee County,0.0
25125,New case/s (confirmed),9/16/2014,River Gee County,0.0
25126,Total suspected cases,9/16/2014,River Gee County,9.0
25127,Total probable cases,9/16/2014,River Gee County,3.0
25128,Total confirmed cases,9/16/2014,River Gee County,0.0
25129,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,River Gee County,0.0
25130,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,River Gee County,0.0
26933,Specimens collected,9/16/2014,RiverCess County,
26934,Specimens pending for testing,9/16/2014,RiverCess County,
26935,Total specimens tested,9/16/2014,RiverCess County,
26936,Newly reported deaths,9/16/2014,RiverCess County,0.0
26937,Total death/s in confirmed cases,9/16/2014,RiverCess County,0.0
26938,Total death/s in probable cases,9/16/2014,RiverCess County,1.0
26939,Total death/s in suspected cases,9/16/2014,RiverCess County,0.0
26940,"Total death/s in confirmed, probable, suspected cases",9/16/2014,RiverCess County,1.0
26941,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,RiverCess County,
26942,Newly reported contacts,9/16/2014,RiverCess County,0.0
26943,Total contacts listed,9/16/2014,RiverCess County,6.0
26944,Currently under follow-up,9/16/2014,RiverCess County,4.0
26945,Contacts seen,9/16/2014,RiverCess County,0.0
26946,Contacts who completed 21 day follow-up,9/16/2014,RiverCess County,0.0
26947,Contacts lost to follow-up,9/16/2014,RiverCess County,0.0
26948,New admissions,9/16/2014,RiverCess County,0.0
26949,Total no. currently in Treatment Units,9/16/2014,RiverCess County,0.0
26950,Total discharges,9/16/2014,RiverCess County,0.0
26951,Cumulative admission/isolation,9/16/2014,RiverCess County,0.0
